Close,High,Low,Open,Volume,predicted_up_rate,predicted_Low_rate,Close_3ma,Close_3ma_positive,Close_5ma,Close_5ma_positive,Close_10ma,Close_10ma_positive,Close_25ma,Close_25ma_positive,Close_60ma,Close_60ma_positive,Close_100ma,Close_100ma_positive,Close_200ma,Close_200ma_positive
791.667,809.403,791.667,797.58,1030795.728,107.1,100.4,803.5,-1,812.9,-1,818.0,-1,806.4,-1,761.7,1,702.7,1,591.1,1
806.447,821.229,794.624,794.624,1158421.242,105.5,100.4,799.6,-1,808.2,-1,816.5,-1,807.0,1,764.6,1,705.0,1,592.5,1
821.229,827.142,809.403,809.403,828359.583,106.80000000000001,98.9,806.4,1,807.6,-1,817.1,1,807.9,1,767.6,1,707.3,1,594.1,1
835.979,841.892,812.359,821.229,839193.4052,106.0,100.0,821.2,1,811.2,1,820.3,1,808.3,1,770.2,1,709.8,1,595.8,1
847.805,859.628,835.979,838.936,1590709.407,104.5,99.3,835.0,1,820.6,1,821.8,1,809.6,1,773.1,1,712.3,1,597.6,1
850.762,856.672,841.892,856.672,533507.846,104.2,99.7,844.8,1,832.4,1,822.7,1,812.8,1,775.8,1,714.7,1,599.4,1
877.336,877.336,847.805,850.762,1370333.765,101.0,99.0,858.6,1,846.6,1,827.4,1,816.6,1,778.8,1,717.6,1,601.4,1
886.205,886.205,868.498,886.205,1109331.289,100.0,99.0,871.4,1,859.6,1,833.6,1,819.9,1,782.0,1,720.7,1,603.4,1
880.293,886.205,877.336,886.205,590382.1962,100.69999999999999,98.7,881.3,1,868.5,1,839.8,1,822.8,1,785.0,1,723.9,1,605.3,1
868.498,880.293,868.498,874.38,402839.3401,102.0,99.0,878.3,-1,872.6,1,846.6,1,824.6,1,787.7,1,726.8,1,607.2,1
883.249,883.249,859.628,859.628,632356.8241,100.29999999999998,99.3,877.3,-1,879.1,1,855.8,1,827.0,1,790.3,1,729.7,1,609.1,1
886.205,918.695,877.336,915.738,3160092.14,96.7,96.7,879.3,1,880.9,1,863.8,1,830.3,1,793.0,1,732.4,1,611.1,1
856.672,886.205,856.672,886.205,1689217.416,99.7,97.2,875.4,-1,875.0,-1,867.3,1,833.3,1,794.8,1,735.0,1,613.0,1
841.892,847.805,833.023,844.849,1056860.592,101.4,98.2,861.6,-1,867.3,-1,867.9,1,835.8,1,795.9,1,737.3,1,614.8,1
853.715,853.715,827.142,827.142,1654692.649,100.29999999999998,97.2,850.8,-1,864.3,-1,868.5,1,838.8,1,797.2,1,740.0,1,616.7,1
841.892,850.762,830.066,850.762,696336.8493,101.8,98.6,845.8,-1,856.1,-1,867.6,-1,840.7,1,798.9,1,742.7,1,618.6,1
841.892,844.849,830.066,833.023,925175.611,101.8,99.6,845.8,-1,847.2,-1,864.1,-1,841.5,1,800.5,1,745.1,1,620.5,1
847.805,853.715,838.936,844.849,1041626.334,101.0,100.69999999999999,843.9,-1,845.4,-1,860.2,-1,842.8,1,802.4,1,747.5,1,622.5,1
856.672,871.423,853.715,859.628,1278931.432,97.89999999999999,96.89999999999999,848.8,1,848.4,1,857.8,-1,845.0,1,804.3,1,750.0,1,624.5,1
833.023,850.762,830.066,850.762,716988.0188,100.69999999999999,100.0,845.8,-1,844.3,-1,854.3,-1,845.0,-1,805.7,1,752.5,1,626.3,1
835.979,847.805,833.023,844.849,716647.0493,100.4,100.0,841.9,-1,843.1,-1,849.6,-1,844.7,-1,806.8,1,754.9,1,628.1,1
838.936,850.762,835.979,841.892,710895.6021,95.8,95.8,836.0,-1,842.5,-1,844.8,-1,845.1,1,807.8,1,757.2,1,630.0,1
803.49,838.936,803.49,835.979,1171281.581,99.6,98.5,826.1,-1,833.6,-1,839.5,-1,844.3,-1,808.3,1,759.2,1,631.7,1
794.624,821.229,791.667,809.403,2266736.057,100.69999999999999,100.4,812.4,-1,821.2,-1,834.8,-1,843.3,-1,808.9,1,760.9,1,633.4,1
800.536,809.403,797.58,797.58,1129982.459,101.1,97.8,799.6,-1,814.7,-1,829.5,-1,843.3,-1,809.5,1,762.8,1,635.2,1
788.739,812.359,782.828,812.359,1670602.413,102.60000000000001,97.8,794.6,-1,805.3,-1,824.2,-1,843.2,-1,810.8,1,764.6,1,636.8,1
779.872,800.536,771.003,797.58,2495237.066,104.5,99.6,789.7,-1,793.5,-1,818.0,-1,842.1,-1,812.3,1,766.1,1,638.3,1
797.58,803.49,776.916,782.828,1684816.98,102.2,99.3,788.7,-1,792.3,-1,812.9,-1,841.2,-1,813.7,1,767.9,1,640.0,1
809.403,812.359,791.667,803.49,1656719.166,100.69999999999999,98.9,795.6,1,795.2,1,808.2,-1,840.1,-1,815.5,1,769.7,1,641.8,1
809.403,812.359,800.536,803.49,1071081.592,100.69999999999999,100.0,805.5,1,797.0,1,805.9,-1,838.6,-1,816.8,1,771.5,1,643.6,1
815.316,827.142,809.403,821.229,1451577.782,98.2,97.5,811.4,1,802.3,1,803.8,-1,837.2,-1,818.1,1,773.0,1,645.4,1
800.536,821.229,794.624,818.272,754565.4272,99.3,97.39999999999999,808.4,-1,806.4,1,799.9,-1,834.1,-1,819.4,1,774.4,1,647.1,1
791.667,812.359,779.872,803.49,2978303.948,100.4,98.5,802.5,-1,805.3,-1,798.8,-1,830.3,-1,820.1,1,775.8,1,648.8,1
794.624,800.536,779.872,788.739,1079203.742,100.4,98.5,795.6,-1,802.3,-1,798.8,-1,826.9,-1,820.7,1,777.1,1,650.5,1
785.785,809.403,782.828,809.403,1132015.409,103.8,100.4,790.7,-1,797.6,-1,797.3,-1,823.6,-1,820.6,-1,778.4,1,652.1,1
791.667,800.536,788.739,797.58,808724.8885,103.0,98.5,790.7,-1,792.9,-1,797.6,1,819.9,-1,820.3,-1,779.8,1,653.8,1
788.739,794.624,779.872,791.667,873721.3887,106.0,98.5,788.7,-1,790.5,-1,798.5,1,816.0,-1,820.2,-1,781.1,1,655.4,1
797.58,806.447,776.916,779.872,1481026.607,106.69999999999999,100.4,792.7,1,791.7,1,798.5,-1,813.7,-1,820.2,-1,782.7,1,657.1,1
815.316,821.229,800.536,806.447,1675002.849,104.3,98.9,800.5,1,795.8,1,799.1,1,812.6,-1,820.0,-1,784.3,1,658.8,1
809.403,821.229,806.447,809.403,1169248.631,105.80000000000001,100.4,807.4,1,800.5,1,799.1,-1,810.8,-1,819.9,-1,786.1,1,660.6,1
